shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Red,40.38069,-105.51907,335
Red,40.38066,-105.51863,336
Red,40.38063,-105.51846,337
Red,40.38072,-105.51844,338
Red,40.38104,-105.51833,339
Red,40.38119,-105.5183,340
Red,40.38136,-105.51837,341
Red,40.38135,-105.51844,342
Red,40.38131,-105.51871,343
Red,40.3813,-105.51907,344
Red,40.38131,-105.51935,345
Red,40.38136,-105.51965,346
Red,40.38147,-105.52001,347
Red,40.38182,-105.52062,348
Red,40.38204,-105.52082,349
Red,40.38218,-105.52084,350
Red,40.38228,-105.5208,351
Red,40.38235,-105.52076,352
Red,40.38256,-105.5205,353
Red,40.38272,-105.5203,354
Red,40.3829,-105.52017,355
Red,40.38312,-105.52004,356
Red,40.3834,-105.51983,357
Red,40.38346,-105.51972,358
Red,40.38347,-105.51956,359
Red,40.38346,-105.51907,360
Red,40.38348,-105.51882,361
Red,40.38354,-105.51852,362
Red,40.38357,-105.51842,363
Red,40.38368,-105.51818,364
Red,40.38382,-105.51799,365
Red,40.38387,-105.51787,366
Red,40.3839,-105.51778,367
Red,40.38392,-105.51744,368
Red,40.38391,-105.51688,369
Red,40.38388,-105.51679,370
Red,40.38383,-105.51672,371
Red,40.3837,-105.51666,372
Red,40.38363,-105.51669,373
Red,40.38335,-105.51687,374
Red,40.38322,-105.51693,375
Red,40.38301,-105.51696,376
Red,40.3829,-105.51695,377
Red,40.38273,-105.5169,378
Red,40.38266,-105.51664,379
Red,40.38264,-105.51648,380
Red,40.38255,-105.5163,381
Red,40.38241,-105.51607,382
Red,40.38238,-105.51603,383
Red,40.3824,-105.51598,384
Red,40.38245,-105.51582,385
Red,40.38247,-105.51566,386
Red,40.38245,-105.51472,387
Red,40.38244,-105.51454,388
Red,40.38246,-105.51442,389
Red,40.38193,-105.51432,390
Red,40.38168,-105.51425,391
Red,40.38109,-105.514,392
Red,40.38096,-105.51395,393
Red,40.38081,-105.51384,394
Red,40.38074,-105.51373,395
Red,40.38071,-105.51363,396
Red,40.38068,-105.5133,397
Red,40.38068,-105.51283,398
Red,40.38058,-105.51269,399
Red,40.38051,-105.51265,400
Red,40.38043,-105.51265,401
Red,40.38036,-105.5127,402
Red,40.38023,-105.5128,403
Red,40.38007,-105.5131,404
Red,40.37955,-105.51406,405
Red,40.37925,-105.51462,406
Red,40.37899,-105.51512,407
Red,40.37894,-105.51531,408
Red,40.37892,-105.51538,409
Red,40.37884,-105.51531,410
Red,40.3787,-105.51519,411
Red,40.37866,-105.51516,412
Red,40.37865,-105.51513,413
Red,40.37865,-105.51507,414
Red,40.37867,-105.515,415
Red,40.37872,-105.51492,416
Red,40.37879,-105.5148,417
Red,40.37887,-105.51469,418
Red,40.37891,-105.51461,419
Red,40.37903,-105.514,420
Silver,40.37887,-105.51467,1
Silver,40.3789,-105.51461,2
Silver,40.37893,-105.51448,3
Silver,40.37897,-105.51431,4
Silver,40.37901,-105.51409,5
Silver,40.37902,-105.514,6
Silver,40.37901,-105.51394,7
Silver,40.37899,-105.5139,8
Silver,40.37896,-105.51387,9
Silver,40.37889,-105.51381,10
Silver,40.3788,-105.51374,11
Silver,40.37875,-105.51367,12
Silver,40.37875,-105.51361,13
Silver,40.37878,-105.51353,14
Silver,40.37884,-105.51341,15
Silver,40.37891,-105.51332,16
Silver,40.37901,-105.51331,17
Silver,40.37913,-105.5133,18
Silver,40.37928,-105.51329,19
Silver,40.37945,-105.51333,20
Silver,40.3797,-105.51341,21
Silver,40.37984,-105.51351,22
Silver,40.37957,-105.514,23
Silver,40.37917,-105.51477,24
Silver,40.37899,-105.51512,25
Silver,40.37892,-105.51538,26
Silver,40.37846,-105.5162,27
Silver,40.37828,-105.51651,28
Silver,40.37803,-105.51705,29
Silver,40.3779,-105.51686,30
Silver,40.37781,-105.51663,31
Silver,40.37777,-105.51634,32
Silver,40.37777,-105.51618,33
Silver,40.37781,-105.51603,34
Silver,40.37783,-105.51567,35
Silver,40.37783,-105.51526,36
Silver,40.37782,-105.51485,37
Silver,40.37778,-105.51438,38
Silver,40.37769,-105.51386,39
Silver,40.37761,-105.51345,40
Silver,40.37741,-105.51274,41
Silver,40.37711,-105.51197,42
Silver,40.37698,-105.5117,43
Silver,40.37641,-105.51085,44
Silver,40.37597,-105.51097,45
Silver,40.37582,-105.51098,46
Silver,40.37508,-105.51102,47
Silver,40.37486,-105.51097,48
Silver,40.37413,-105.51098,49
Silver,40.37372,-105.511,50
Silver,40.37357,-105.51098,51
Silver,40.37317,-105.51081,52
Silver,40.37261,-105.51054,53
Silver,40.37243,-105.51047,54
Silver,40.37232,-105.51038,55
Silver,40.37226,-105.51056,56
Silver,40.37225,-105.51069,57
Silver,40.37227,-105.51089,58
Silver,40.37231,-105.51179,59
Silver,40.37227,-105.51271,60
Silver,40.37225,-105.51323,61
Silver,40.3723,-105.51385,62
Silver,40.37229,-105.51406,63
Silver,40.37226,-105.51414,64
Silver,40.37222,-105.51418,65
Silver,40.37215,-105.51423,66
Silver,40.37187,-105.51424,67
Silver,40.37155,-105.51424,68
Silver,40.37135,-105.51424,69
Silver,40.37129,-105.51427,70
Silver,40.37098,-105.51459,71
Silver,40.37086,-105.51481,72
Silver,40.37081,-105.51504,73
Silver,40.37081,-105.51522,74
Silver,40.37091,-105.51526,75
Silver,40.37093,-105.51529,76
Silver,40.37095,-105.51542,77
Silver,40.37099,-105.51548,78
Silver,40.37118,-105.51558,79
Silver,40.3712,-105.5156,80
Silver,40.37133,-105.51574,81
Silver,40.37138,-105.51587,82
Silver,40.37139,-105.51597,83
Silver,40.37149,-105.51602,84
Silver,40.3717,-105.51614,85
Silver,40.37194,-105.51623,86
Silver,40.37211,-105.51627,87
Silver,40.37219,-105.51625,88
Silver,40.37226,-105.51618,89
Silver,40.3723,-105.51607,90
Silver,40.37231,-105.51603,91
Silver,40.37231,-105.51587,92
Silver,40.37221,-105.51564,93
Silver,40.3722,-105.51421,94
Silver,40.37228,-105.51409,95
Silver,40.3723,-105.51402,96
Silver,40.37228,-105.51368,97
Silver,40.37226,-105.5131,98
Silver,40.37231,-105.51179,99
Silver,40.37225,-105.51069,100
Silver,40.37226,-105.51056,101
Silver,40.37232,-105.51038,102
Silver,40.37243,-105.51047,103
Silver,40.37261,-105.51054,104
Silver,40.37317,-105.51081,105
Silver,40.37357,-105.51098,106
Silver,40.37372,-105.511,107
Silver,40.37413,-105.51098,108
Silver,40.37486,-105.51097,109
Silver,40.37508,-105.51102,110
Silver,40.37547,-105.511,111
Silver,40.37548,-105.51094,112
Silver,40.37549,-105.51085,113
Silver,40.37545,-105.51079,114
Silver,40.37528,-105.51077,115
Silver,40.37507,-105.51079,116
Silver,40.37497,-105.51075,117
Silver,40.37492,-105.51065,118
Silver,40.37487,-105.5105,119
Silver,40.37479,-105.5104,120
Silver,40.37474,-105.51032,121
Silver,40.37474,-105.5102,122
Silver,40.37478,-105.50995,123
Silver,40.37487,-105.50966,124
Silver,40.37494,-105.50947,125
Silver,40.37493,-105.50932,126
Silver,40.37457,-105.50896,127
Silver,40.3733,-105.50779,128
Silver,40.37269,-105.50725,129
Silver,40.37234,-105.50693,130
Silver,40.37243,-105.50675,131
Silver,40.37269,-105.50638,132
Silver,40.37295,-105.50605,133
Silver,40.37317,-105.50581,134
Silver,40.37341,-105.50554,135
Silver,40.37371,-105.50529,136
Silver,40.37406,-105.50504,137
Silver,40.37431,-105.50488,138
Silver,40.37453,-105.50479,139
Silver,40.37484,-105.50467,140
Silver,40.37514,-105.50458,141
Silver,40.37524,-105.50456,142
Silver,40.37506,-105.50315,143
Silver,40.37493,-105.50211,144
Silver,40.3748,-105.50114,145
Silver,40.37454,-105.49914,146
Silver,40.37365,-105.49236,147
Silver,40.37358,-105.49185,148
Silver,40.37332,-105.49189,149
Silver,40.3732,-105.49191,150
Silver,40.37307,-105.49191,151
Silver,40.37273,-105.49185,152
Silver,40.37178,-105.49166,153
Silver,40.37162,-105.49167,154
Silver,40.37137,-105.49174,155
Silver,40.37046,-105.49218,156
Silver,40.37032,-105.49228,157
Silver,40.37021,-105.49239,158
Silver,40.36962,-105.49329,159
Silver,40.36958,-105.49335,160
Silver,40.36939,-105.49364,161
Silver,40.36926,-105.49377,162
Silver,40.36912,-105.49386,163
Silver,40.36897,-105.49387,164
Silver,40.36883,-105.49378,165
Silver,40.36871,-105.49365,166
Silver,40.36846,-105.49331,167
Silver,40.36833,-105.49317,168
Silver,40.36827,-105.49311,169
Silver,40.36839,-105.49296,170
Silver,40.3686,-105.4927,171
Silver,40.36865,-105.49259,172
Silver,40.36874,-105.49207,173
Silver,40.36873,-105.49188,174
Silver,40.36868,-105.49175,175
Silver,40.3686,-105.49165,176
Silver,40.36847,-105.4916,177
Silver,40.36836,-105.49161,178
Silver,40.36825,-105.49167,179
Silver,40.36817,-105.49183,180
Silver,40.36815,-105.49194,181
Silver,40.36808,-105.49228,182
Silver,40.36804,-105.49236,183
Silver,40.3679,-105.49248,184
Silver,40.36769,-105.4926,185
Silver,40.36764,-105.4927,186
Silver,40.36762,-105.493,187
Silver,40.36763,-105.49323,188
Silver,40.36765,-105.49351,189
Silver,40.36764,-105.49417,190
Silver,40.36761,-105.49569,191
Silver,40.36761,-105.49761,192
Silver,40.36767,-105.49991,193
Silver,40.36765,-105.50006,194
Silver,40.3688,-105.50008,195
Silver,40.36936,-105.50008,196
Silver,40.36995,-105.50008,197
Silver,40.37044,-105.50009,198
Silver,40.37045,-105.50018,199
Silver,40.3705,-105.50035,200
Silver,40.37179,-105.50363,201
Silver,40.37195,-105.50409,202
Silver,40.37204,-105.50452,203
Silver,40.37207,-105.50504,204
Silver,40.37211,-105.50623,205
Silver,40.3721,-105.50636,206
Silver,40.372,-105.50664,207
Silver,40.37234,-105.50693,208
Silver,40.37313,-105.50764,209
Silver,40.37492,-105.50927,210
Silver,40.37522,-105.50956,211
Silver,40.37546,-105.50968,212
Silver,40.37553,-105.50971,213
Silver,40.37563,-105.50971,214
Silver,40.37589,-105.50965,215
Silver,40.37599,-105.51006,216
Silver,40.37609,-105.51033,217
Silver,40.37629,-105.51067,218
Silver,40.37692,-105.51159,219
Silver,40.37705,-105.51184,220
Silver,40.37728,-105.5124,221
Silver,40.37751,-105.51309,222
Silver,40.37768,-105.51378,223
Silver,40.3778,-105.51462,224
Silver,40.37783,-105.51544,225
Silver,40.37781,-105.51603,226
Silver,40.37789,-105.51627,227
Silver,40.37796,-105.51639,228
Silver,40.37804,-105.51646,229
Silver,40.37811,-105.51646,230
Silver,40.3782,-105.51645,231
Silver,40.37838,-105.51612,232
Silver,40.3786,-105.51571,233
Silver,40.37884,-105.51531,234
Silver,40.37866,-105.51516,235
Silver,40.37865,-105.51509,236
Silver,40.3787,-105.51494,237
Silver,40.37882,-105.51474,238
Silver,40.37891,-105.51461,239
Silver,40.37898,-105.51431,240
Silver,40.37902,-105.51409,241
Silver,40.37903,-105.514,242
Silver,40.379,-105.51389,243
Silver,40.37895,-105.51385,244
Silver,40.37881,-105.51374,245
